3.67 -5.85310663 49.51
3.81 -9.83657429 55.22
3.94 -11.93580163 61.35
4.08 -12.78679078 67.92
4.22 -12.83442469 74.94
4.35 -12.39486258 82.43
4.49 -11.67222893 90.40
