3.50 -14.70703924 42.91
3.63 -18.24975903 47.86
3.76 -20.09826008 53.17
3.89 -20.80453249 58.86
4.02 -20.75449794 64.95
4.15 -20.22382515 71.44
4.28 -19.40357879 78.35
