3.25 -11.60615425 34.30
3.37 -13.56443753 38.25
3.49 -14.57056328 42.50
3.61 -14.91767404 47.05
3.73 -14.81038199 51.91
3.85 -14.40278225 57.10
3.97 -13.80842675 62.62
