3.68 -6.80407605 49.88
3.82 -9.16976665 55.63
3.95 -10.38388677 61.80
4.09 -10.84080583 68.42
4.23 -10.81658880 75.49
4.36 -10.49374635 83.03
4.50 -9.98783679 91.06
